response_id,timestamp,region,age_group,gender,occupation,education_level,preferred_tool,satisfaction_rating,would_recommend,support_quality,feature_importance,usage_frequency,feedback,date,hour,day_of_week,month,satisfaction_category,feedback_length,recommendation_score,support_score
Res_0132,2024-01-02 18:55:00,North,55+,Prefer Not To Say,Business Owner,Bachelor'S,Python,4,Definitely Yes,Good,Price,Rarely,Highly recommended for beginners. Python ecosystem is amazing!,2024-01-02,18,Tuesday,January,High,62,5,4
Res_0133,2024-02-15 07:40:00,South,55+,Non-Binary,Professional,High School,R,4,Definitely Yes,Good,Performance,Daily,"Great product, very user-friendly!",2024-02-15,7,Thursday,February,High,34,5,4
Res_0134,2024-02-09 14:02:00,Central,35-44,Female,Student,Master'S,Python,4,Definitely Yes,Good,Integration,Daily,Love the features and support. Python ecosystem is amazing!,2024-02-09,14,Friday,February,High,59,5,4
Res_0135,2024-02-23 05:12:00,South,55+,Non-Binary,Unemployed,Other,Excel,3,Definitely No,Excellent,Price,Daily,Decent product overall.,2024-02-23,5,Friday,February,Medium,23,1,5
Res_0136,2024-01-22 08:58:00,West,35-44,Non-Binary,Student,Phd,Spss,4,Definitely Yes,Good,Ease Of Use,Monthly,"Great product, very user-friendly!",2024-01-22,8,Monday,January,High,34,5,4
Res_0137,2024-01-19 07:55:00,West,55+,Non-Binary,Student,Phd,Python,4,Definitely Yes,Excellent,Performance,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-19,7,Friday,January,High,63,5,5
Res_0138,2024-02-03 17:07:00,West,35-44,Non-Binary,Unemployed,Phd,Python,4,Probably Yes,Good,Price,Weekly,Love the features and support. Python ecosystem is amazing!,2024-02-03,17,Saturday,February,High,59,4,4
Res_0139,2024-01-14 21:14:00,West,18-24,Non-Binary,Unemployed,Bachelor'S,Python,4,Definitely Yes,Poor,Security,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-14,21,Sunday,January,High,63,5,2
Res_0140,2024-03-22 14:58:00,East,45-54,Male,Professional,High School,Python,4,Probably Yes,Good,Ease Of Use,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-22,14,Friday,March,High,63,4,4
Res_0141,2024-02-08 15:07:00,North,25-34,Female,Retired,Phd,Excel,4,Definitely Yes,Excellent,Support,Daily,Love the features and support.,2024-02-08,15,Thursday,February,High,30,5,5
Res_0142,2024-03-26 23:44:00,Central,45-54,Female,Retired,High School,Python,4,Probably Yes,Excellent,Support,Daily,Best tool I've used so far. Python ecosystem is amazing!,2024-03-26,23,Tuesday,March,High,56,4,5
Res_0143,2024-03-19 13:17:00,North,35-44,Female,Retired,Phd,Python,5,Not Sure,Average,Price,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!,2024-03-19,13,Tuesday,March,High,62,3,3
Res_0144,2024-02-16 03:43:00,East,55+,Non-Binary,Student,Phd,Python,3,Probably Yes,Poor,Ease Of Use,Daily,Decent product overall.,2024-02-16,3,Friday,February,Medium,23,4,2
Res_0145,2024-01-25 03:54:00,West,18-24,Female,Unemployed,High School,Python,4,Not Sure,Average,Performance,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-25,3,Thursday,January,High,63,3,3
Res_0146,2024-02-12 07:08:00,Central,25-34,Male,Unemployed,Bachelor'S,Excel,5,Definitely Yes,Good,Price,Weekly,Highly recommended for beginners.,2024-02-12,7,Monday,February,High,33,5,4
Res_0147,2024-01-28 07:21:00,South,55+,Male,Business Owner,Bachelor'S,Excel,2,Definitely No,Average,Ease Of Use,Rarely,Too expensive for what it offers. Excel is too limiting for big data.,2024-01-28,7,Sunday,January,Low,69,1,3
Res_0148,2024-03-10 08:51:00,South,18-24,Male,Professional,High School,Excel,4,Not Sure,Average,Performance,Daily,Love the features and support.,2024-03-10,8,Sunday,March,High,30,3,3
Res_0149,2024-01-31 18:20:00,North,25-34,Non-Binary,Student,Bachelor'S,Python,5,Definitely Yes,Excellent,Support,Never,Best tool I've used so far. Python ecosystem is amazing!,2024-01-31,18,Wednesday,January,High,56,5,5
Res_0150,2024-03-08 03:47:00,North,45-54,Prefer Not To Say,Business Owner,Other,R,4,Definitely Yes,Excellent,Ease Of Use,Rarely,Highly recommended for beginners.,2024-03-08,3,Friday,March,High,33,5,5
Res_0151,2024-01-14 14:32:00,South,55+,Male,Unemployed,Master'S,Python,3,Not Sure,Average,Integration,Daily,Works as expected.,2024-01-14,14,Sunday,January,Medium,18,3,3
Res_0152,2024-03-23 00:03:00,West,45-54,Prefer Not To Say,Student,Phd,Python,4,Definitely Yes,Poor,Integration,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-03-23,0,Saturday,March,High,56,5,2
Res_0153,2024-01-10 02:20:00,Central,25-34,Male,Professional,Master'S,Excel,3,Definitely No,Good,Performance,Weekly,Average experience.,2024-01-10,2,Wednesday,January,Medium,19,1,4
Res_0154,2024-03-22 18:35:00,East,45-54,Non-Binary,Retired,Other,Python,4,Definitely Yes,Average,Ease Of Use,Weekly,Highly recommended for beginners. Python ecosystem is amazing!,2024-03-22,18,Friday,March,High,62,5,3
Res_0155,2024-02-25 03:50:00,North,55+,Female,Retired,Phd,Python,3,Probably Yes,Average,Performance,Weekly,Could use some improvements.,2024-02-25,3,Sunday,February,Medium,28,4,3
Res_0156,2024-02-22 10:52:00,West,45-54,Prefer Not To Say,Student,Master'S,R,3,Not Sure,Poor,Price,Daily,Works as expected.,2024-02-22,10,Thursday,February,Medium,18,3,2
Res_0157,2024-02-10 21:16:00,East,25-34,Prefer Not To Say,Student,High School,Python,5,Definitely Yes,Good,Price,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-02-10,21,Saturday,February,High,63,5,4
Res_0158,2024-01-12 13:06:00,East,25-34,Male,Unemployed,Other,Tableau,4,Definitely Yes,Excellent,Support,Weekly,Highly recommended for beginners.,2024-01-12,13,Friday,January,High,33,5,5
Res_0159,2024-02-12 21:07:00,West,35-44,Prefer Not To Say,Student,Master'S,Tableau,3,Probably No,Average,Price,Daily,Average experience.,2024-02-12,21,Monday,February,Medium,19,2,3
Res_0160,2024-02-09 11:06:00,Central,55+,Female,Professional,Phd,Excel,3,Probably Yes,Excellent,Integration,Daily,Could use some improvements.,2024-02-09,11,Friday,February,Medium,28,4,5
Res_0161,2024-01-14 11:54:00,Central,35-44,Male,Business Owner,Other,Spss,3,Not Sure,Poor,Support,Monthly,Could use some improvements.,2024-01-14,11,Sunday,January,Medium,28,3,2
Res_0162,2024-02-24 17:49:00,Central,55+,Male,Unemployed,Master'S,Tableau,3,Not Sure,Poor,Performance,Weekly,"It's okay, does the job.",2024-02-24,17,Saturday,February,Medium,24,3,2
Res_0163,2024-01-24 08:44:00,East,35-44,Non-Binary,Student,Bachelor'S,Python,5,Definitely Yes,Average,Ease Of Use,Rarely,Excellent tool for data analysis. Python ecosystem is amazing!,2024-01-24,8,Wednesday,January,High,62,5,3
Res_0164,2024-03-13 21:25:00,North,25-34,Male,Student,Other,Spss,4,Not Sure,Good,Integration,Monthly,Excellent tool for data analysis.,2024-03-13,21,Wednesday,March,High,33,3,4
Res_0165,2024-02-18 13:29:00,East,25-34,Non-Binary,Business Owner,Master'S,R,3,Definitely Yes,Excellent,Support,Daily,Average experience.,2024-02-18,13,Sunday,February,Medium,19,5,5
Res_0166,2024-03-17 02:56:00,North,25-34,Female,Unemployed,High School,Excel,4,Definitely Yes,Good,Price,Monthly,"Great product, very user-friendly!",2024-03-17,2,Sunday,March,High,34,5,4
Res_0167,2024-02-04 14:42:00,West,45-54,Prefer Not To Say,Retired,Master'S,Python,4,Probably Yes,Excellent,Ease Of Use,Rarely,Excellent tool for data analysis. Python ecosystem is amazing!,2024-02-04,14,Sunday,February,High,62,4,5
Res_0168,2024-03-06 03:22:00,West,18-24,Non-Binary,Unemployed,Phd,Python,5,Not Sure,Good,Security,Monthly,Highly recommended for beginners. Python ecosystem is amazing!,2024-03-06,3,Wednesday,March,High,62,3,4
Res_0169,2024-03-26 09:02:00,South,45-54,Male,Student,Bachelor'S,Spss,4,Definitely Yes,Good,Price,Rarely,Love the features and support.,2024-03-26,9,Tuesday,March,High,30,5,4
Res_0170,2024-01-28 04:48:00,East,35-44,Non-Binary,Student,High School,Spss,3,Not Sure,Good,Performance,Monthly,Works as expected.,2024-01-28,4,Sunday,January,Medium,18,3,4
Res_0171,2024-02-25 05:08:00,West,55+,Female,Unemployed,Other,Python,3,Probably Yes,Excellent,Performance,Daily,Decent product overall.,2024-02-25,5,Sunday,February,Medium,23,4,5
Res_0172,2024-01-10 12:55:00,North,45-54,Male,Retired,High School,Python,3,Definitely No,Good,Price,Weekly,Decent product overall.,2024-01-10,12,Wednesday,January,Medium,23,1,4
Res_0173,2024-03-14 13:36:00,West,45-54,Non-Binary,Student,Phd,Python,4,Not Sure,Poor,Performance,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-14,13,Thursday,March,High,63,3,2
Res_0174,2024-02-11 05:51:00,Central,45-54,Non-Binary,Student,Phd,Python,3,Definitely No,Good,Integration,Weekly,"It's okay, does the job.",2024-02-11,5,Sunday,February,Medium,24,1,4
Res_0175,2024-02-01 13:37:00,West,55+,Male,Retired,Master'S,Excel,2,Not Sure,Excellent,Ease Of Use,Monthly,Customer support could be better. Excel is too limiting for big data.,2024-02-01,13,Thursday,February,Low,69,3,5
Res_0176,2024-01-29 10:49:00,South,18-24,Male,Unemployed,Other,R,4,Definitely Yes,Very Poor,Integration,Rarely,Excellent tool for data analysis.,2024-01-29,10,Monday,January,High,33,5,1
Res_0177,2024-02-14 11:46:00,South,25-34,Male,Professional,Master'S,Spss,4,Probably Yes,Average,Ease Of Use,Monthly,Excellent tool for data analysis.,2024-02-14,11,Wednesday,February,High,33,4,3
Res_0178,2024-01-23 19:09:00,North,25-34,Prefer Not To Say,Retired,Other,Python,4,Definitely Yes,Good,Price,Weekly,Highly recommended for beginners. Python ecosystem is amazing!,2024-01-23,19,Tuesday,January,High,62,5,4
Res_0179,2024-02-27 21:59:00,Central,55+,Non-Binary,Business Owner,Bachelor'S,Python,3,Definitely Yes,Poor,Security,Rarely,Works as expected.,2024-02-27,21,Tuesday,February,Medium,18,5,2
Res_0180,2024-01-09 15:28:00,East,35-44,Male,Business Owner,Other,Tableau,4,Probably Yes,Average,Ease Of Use,Weekly,"Great product, very user-friendly!",2024-01-09,15,Tuesday,January,High,34,4,3
Res_0181,2024-02-09 14:28:00,North,18-24,Non-Binary,Business Owner,High School,Python,5,Definitely Yes,Excellent,Performance,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!",2024-02-09,14,Friday,February,High,63,5,5
Res_0182,2024-03-19 19:32:00,West,45-54,Male,Retired,Other,Python,3,Probably No,Good,Price,Weekly,Could use some improvements.,2024-03-19,19,Tuesday,March,Medium,28,2,4
Res_0183,2024-02-11 19:30:00,Central,25-34,Male,Retired,High School,Power Bi,5,Definitely Yes,Good,Integration,Monthly,Love the features and support.,2024-02-11,19,Sunday,February,High,30,5,4
Res_0184,2024-01-11 16:41:00,South,18-24,Female,Retired,Phd,Tableau,4,Not Sure,Poor,Support,Monthly,Highly recommended for beginners.,2024-01-11,16,Thursday,January,High,33,3,2
Res_0185,2024-03-07 19:10:00,East,35-44,Non-Binary,Retired,Phd,Excel,4,Probably Yes,Excellent,Integration,Rarely,Love the features and support.,2024-03-07,19,Thursday,March,High,30,4,5
Res_0186,2024-03-27 19:03:00,East,18-24,Non-Binary,Student,Other,Python,5,Probably Yes,Excellent,Ease Of Use,Monthly,Best tool I've used so far. Python ecosystem is amazing!,2024-03-27,19,Wednesday,March,High,56,4,5
Res_0187,2024-02-06 08:46:00,Central,25-34,Non-Binary,Student,Other,Python,5,Definitely Yes,Excellent,Ease Of Use,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!,2024-02-06,8,Tuesday,February,High,62,5,5
Res_0188,2024-02-14 09:41:00,West,25-34,Male,Business Owner,Other,Spss,4,Probably Yes,Excellent,Price,Weekly,Best tool I've used so far.,2024-02-14,9,Wednesday,February,High,27,4,5
Res_0189,2024-03-23 10:52:00,South,55+,Male,Retired,Other,Power Bi,3,Not Sure,Very Poor,Performance,Weekly,Decent product overall.,2024-03-23,10,Saturday,March,Medium,23,3,1
Res_0190,2024-01-03 11:19:00,South,25-34,Non-Binary,Retired,Bachelor'S,Spss,4,Definitely Yes,Poor,Support,Daily,Excellent tool for data analysis.,2024-01-03,11,Wednesday,January,High,33,5,2
Res_0191,2024-01-18 04:04:00,East,18-24,Male,Business Owner,Other,R,4,Definitely Yes,Good,Price,Daily,Excellent tool for data analysis.,2024-01-18,4,Thursday,January,High,33,5,4
Res_0192,2024-03-17 12:09:00,South,25-34,Female,Retired,High School,Power Bi,4,Probably No,Very Poor,Support,Daily,Best tool I've used so far.,2024-03-17,12,Sunday,March,High,27,2,1
Res_0193,2024-02-16 21:46:00,South,45-54,Non-Binary,Retired,Bachelor'S,Power Bi,3,Not Sure,Average,Price,Daily,Average experience.,2024-02-16,21,Friday,February,Medium,19,3,3
Res_0194,2024-01-31 09:51:00,West,25-34,Non-Binary,Unemployed,Phd,Spss,3,Probably Yes,Good,Ease Of Use,Monthly,Works as expected.,2024-01-31,9,Wednesday,January,Medium,18,4,4
Res_0195,2024-02-06 12:32:00,Central,45-54,Female,Professional,Other,Tableau,4,Definitely Yes,Very Poor,Ease Of Use,Weekly,Excellent tool for data analysis.,2024-02-06,12,Tuesday,February,High,33,5,1
Res_0196,2024-02-02 01:41:00,West,35-44,Male,Unemployed,High School,Power Bi,4,Definitely Yes,Good,Price,Daily,Love the features and support.,2024-02-02,1,Friday,February,High,30,5,4
Res_0197,2024-01-11 05:17:00,West,55+,Female,Retired,High School,Spss,4,Definitely Yes,Excellent,Ease Of Use,Weekly,Excellent tool for data analysis.,2024-01-11,5,Thursday,January,High,33,5,5
Res_0198,2024-02-27 11:59:00,North,45-54,Male,Retired,Other,Python,4,Not Sure,Good,Security,Daily,Love the features and support. Python ecosystem is amazing!,2024-02-27,11,Tuesday,February,High,59,3,4
Res_0199,2024-01-31 12:05:00,East,25-34,Male,Business Owner,High School,Power Bi,4,Probably Yes,Average,Price,Daily,Love the features and support.,2024-01-31,12,Wednesday,January,High,30,4,3
Res_0200,2024-01-19 04:02:00,East,45-54,Female,Retired,Phd,Python,4,Not Sure,Average,Integration,Weekly,Highly recommended for beginners. Python ecosystem is amazing!,2024-01-19,4,Friday,January,High,62,3,3
Res_0201,2024-01-01 02:01:00,East,25-34,Female,Unemployed,Other,Python,5,Definitely Yes,Good,Price,Daily,Highly recommended for beginners. Python ecosystem is amazing!,2024-01-01,2,Monday,January,High,62,5,4
Res_0202,2024-02-24 03:49:00,East,25-34,Non-Binary,Student,High School,Excel,4,Definitely Yes,Average,Ease Of Use,Weekly,Excellent tool for data analysis.,2024-02-24,3,Saturday,February,High,33,5,3
Res_0203,2024-02-23 20:50:00,Central,45-54,Male,Student,Phd,Python,4,Definitely Yes,Average,Ease Of Use,Weekly,Highly recommended for beginners. Python ecosystem is amazing!,2024-02-23,20,Friday,February,High,62,5,3
Res_0204,2024-03-09 00:40:00,Central,55+,Female,Professional,Master'S,Power Bi,3,Not Sure,Excellent,Performance,Daily,Works as expected.,2024-03-09,0,Saturday,March,Medium,18,3,5
Res_0205,2024-01-01 19:22:00,South,55+,Prefer Not To Say,Professional,High School,Python,5,Probably Yes,Average,Ease Of Use,Daily,Highly recommended for beginners. Python ecosystem is amazing!,2024-01-01,19,Monday,January,High,62,4,3
Res_0206,2024-02-16 02:33:00,Central,55+,Male,Retired,Phd,Excel,3,Definitely Yes,Good,Ease Of Use,Daily,"It's okay, does the job.",2024-02-16,2,Friday,February,Medium,24,5,4
Res_0207,2024-03-22 12:23:00,East,18-24,Non-Binary,Student,Master'S,R,4,Probably Yes,Poor,Ease Of Use,Daily,Excellent tool for data analysis.,2024-03-22,12,Friday,March,High,33,4,2
Res_0208,2024-03-25 20:06:00,Central,35-44,Female,Student,Master'S,Python,4,Probably Yes,Average,Ease Of Use,Rarely,Highly recommended for beginners. Python ecosystem is amazing!,2024-03-25,20,Monday,March,High,62,4,3
Res_0209,2024-02-13 20:11:00,West,45-54,Female,Professional,High School,Python,5,Not Sure,Average,Integration,Daily,Best tool I've used so far. Python ecosystem is amazing!,2024-02-13,20,Tuesday,February,High,56,3,3
Res_0210,2024-01-05 09:12:00,North,25-34,Male,Business Owner,Master'S,Tableau,5,Definitely Yes,Poor,Price,Monthly,Highly recommended for beginners.,2024-01-05,9,Friday,January,High,33,5,2
Res_0211,2024-02-20 17:30:00,East,18-24,Female,Business Owner,Master'S,R,4,Probably Yes,Excellent,Ease Of Use,Daily,"Great product, very user-friendly!",2024-02-20,17,Tuesday,February,High,34,4,5
Res_0212,2024-03-24 10:17:00,North,35-44,Prefer Not To Say,Retired,Phd,Python,5,Not Sure,Excellent,Security,Daily,Best tool I've used so far. Python ecosystem is amazing!,2024-03-24,10,Sunday,March,High,56,3,5
Res_0213,2024-02-13 05:31:00,West,35-44,Non-Binary,Student,Phd,Python,5,Definitely Yes,Good,Price,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-02-13,5,Tuesday,February,High,63,5,4
Res_0214,2024-02-25 19:52:00,South,55+,Non-Binary,Business Owner,High School,Spss,4,Probably No,Average,Ease Of Use,Weekly,"Great product, very user-friendly!",2024-02-25,19,Sunday,February,High,34,2,3
Res_0215,2024-02-11 21:18:00,East,45-54,Prefer Not To Say,Professional,Phd,Python,4,Probably Yes,Average,Performance,Daily,Love the features and support. Python ecosystem is amazing!,2024-02-11,21,Sunday,February,High,59,4,3
Res_0216,2024-02-27 01:46:00,East,55+,Prefer Not To Say,Business Owner,High School,R,3,Definitely No,Excellent,Integration,Weekly,"It's okay, does the job.",2024-02-27,1,Tuesday,February,Medium,24,1,5
Res_0217,2024-03-26 20:25:00,East,55+,Female,Student,Bachelor'S,R,3,Probably No,Poor,Performance,Daily,Average experience.,2024-03-26,20,Tuesday,March,Medium,19,2,2
Res_0218,2024-03-27 14:02:00,South,18-24,Female,Business Owner,Master'S,Excel,5,Not Sure,Good,Price,Weekly,Best tool I've used so far.,2024-03-27,14,Wednesday,March,High,27,3,4
Res_0219,2024-03-13 01:38:00,South,45-54,Non-Binary,Business Owner,Phd,Tableau,4,Not Sure,Excellent,Performance,Never,"Great product, very user-friendly!",2024-03-13,1,Wednesday,March,High,34,3,5
Res_0220,2024-03-14 04:33:00,East,45-54,Non-Binary,Business Owner,Bachelor'S,Python,4,Not Sure,Good,Performance,Rarely,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-14,4,Thursday,March,High,63,3,4
Res_0221,2024-01-04 23:11:00,West,55+,Prefer Not To Say,Unemployed,High School,Python,2,Probably No,Excellent,Price,Never,Customer support could be better.,2024-01-04,23,Thursday,January,Low,33,2,5
Res_0222,2024-02-03 22:28:00,South,55+,Non-Binary,Retired,Bachelor'S,R,3,Not Sure,Good,Integration,Daily,"It's okay, does the job.",2024-02-03,22,Saturday,February,Medium,24,3,4
Res_0223,2024-01-18 02:28:00,South,45-54,Male,Business Owner,Master'S,Spss,3,Definitely Yes,Excellent,Price,Daily,"It's okay, does the job.",2024-01-18,2,Thursday,January,Medium,24,5,5
Res_0224,2024-03-11 17:18:00,East,25-34,Female,Business Owner,Other,Tableau,4,Definitely Yes,Good,Price,Monthly,Excellent tool for data analysis.,2024-03-11,17,Monday,March,High,33,5,4
Res_0225,2024-01-16 06:50:00,South,25-34,Prefer Not To Say,Student,Master'S,Python,5,Definitely Yes,Poor,Support,Weekly,Highly recommended for beginners. Python ecosystem is amazing!,2024-01-16,6,Tuesday,January,High,62,5,2
Res_0226,2024-03-14 11:29:00,Central,25-34,Male,Student,Master'S,Power Bi,5,Definitely Yes,Excellent,Ease Of Use,Daily,Best tool I've used so far.,2024-03-14,11,Thursday,March,High,27,5,5
Res_0227,2024-03-02 16:26:00,West,55+,Male,Professional,Master'S,R,3,Definitely No,Good,Price,Daily,"It's okay, does the job.",2024-03-02,16,Saturday,March,Medium,24,1,4
Res_0228,2024-02-27 14:43:00,Central,35-44,Female,Unemployed,Other,Python,4,Definitely No,Very Poor,Ease Of Use,Never,Excellent tool for data analysis. Python ecosystem is amazing!,2024-02-27,14,Tuesday,February,High,62,1,1
Res_0229,2024-01-17 13:32:00,North,18-24,Female,Business Owner,Bachelor'S,Excel,4,Definitely Yes,Good,Support,Daily,Excellent tool for data analysis.,2024-01-17,13,Wednesday,January,High,33,5,4
Res_0230,2024-02-11 22:14:00,East,55+,Non-Binary,Student,Master'S,Python,4,Definitely Yes,Average,Ease Of Use,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!,2024-02-11,22,Sunday,February,High,62,5,3
Res_0231,2024-03-22 17:17:00,South,35-44,Male,Unemployed,Bachelor'S,Spss,4,Definitely Yes,Poor,Ease Of Use,Weekly,Highly recommended for beginners.,2024-03-22,17,Friday,March,High,33,5,2
Res_0232,2024-03-15 04:10:00,Central,55+,Non-Binary,Unemployed,High School,Power Bi,3,Definitely No,Average,Price,Weekly,"It's okay, does the job.",2024-03-15,4,Friday,March,Medium,24,1,3
Res_0233,2024-01-11 01:41:00,Central,35-44,Female,Unemployed,Phd,Power Bi,3,Definitely No,Average,Support,Daily,Average experience.,2024-01-11,1,Thursday,January,Medium,19,1,3
Res_0234,2024-03-22 00:31:00,Central,35-44,Non-Binary,Retired,Bachelor'S,Tableau,4,Definitely Yes,Average,Ease Of Use,Weekly,Best tool I've used so far.,2024-03-22,0,Friday,March,High,27,5,3
Res_0235,2024-02-08 14:04:00,North,25-34,Prefer Not To Say,Retired,Phd,Spss,5,Probably Yes,Good,Support,Rarely,Best tool I've used so far.,2024-02-08,14,Thursday,February,High,27,4,4
Res_0236,2024-01-27 10:38:00,South,35-44,Non-Binary,Business Owner,Phd,Excel,4,Definitely Yes,Average,Integration,Monthly,Excellent tool for data analysis.,2024-01-27,10,Saturday,January,High,33,5,3
Res_0237,2024-02-17 16:35:00,North,35-44,Female,Retired,High School,Tableau,5,Definitely Yes,Good,Ease Of Use,Daily,Love the features and support.,2024-02-17,16,Saturday,February,High,30,5,4
Res_0238,2024-02-27 07:09:00,North,18-24,Non-Binary,Retired,Other,Python,5,Definitely Yes,Average,Price,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-02-27,7,Tuesday,February,High,56,5,3
Res_0239,2024-02-01 05:52:00,East,55+,Non-Binary,Professional,Bachelor'S,Python,3,Definitely Yes,Average,Support,Weekly,Works as expected.,2024-02-01,5,Thursday,February,Medium,18,5,3
Res_0240,2024-03-06 14:31:00,East,45-54,Male,Student,Phd,R,3,Probably Yes,Poor,Performance,Weekly,Average experience.,2024-03-06,14,Wednesday,March,Medium,19,4,2
Res_0241,2024-02-28 07:13:00,Central,35-44,Male,Student,Master'S,Python,4,Definitely Yes,Average,Performance,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-02-28,7,Wednesday,February,High,56,5,3
Res_0242,2024-03-17 20:43:00,West,35-44,Male,Student,Phd,Tableau,3,Probably No,Average,Security,Daily,Could use some improvements.,2024-03-17,20,Sunday,March,Medium,28,2,3
Res_0243,2024-02-03 23:23:00,West,35-44,Male,Retired,High School,Python,4,Not Sure,Excellent,Security,Daily,Highly recommended for beginners. Python ecosystem is amazing!,2024-02-03,23,Saturday,February,High,62,3,5
Res_0244,2024-03-12 06:23:00,Central,35-44,Male,Retired,Other,Python,4,Definitely Yes,Good,Performance,Daily,Best tool I've used so far. Python ecosystem is amazing!,2024-03-12,6,Tuesday,March,High,56,5,4
Res_0245,2024-03-11 08:52:00,Central,55+,Male,Professional,High School,Power Bi,2,Probably No,Average,Performance,Weekly,Some features are buggy.,2024-03-11,8,Monday,March,Low,24,2,3
Res_0246,2024-02-17 10:35:00,East,25-34,Female,Unemployed,Other,Python,5,Definitely Yes,Average,Ease Of Use,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-02-17,10,Saturday,February,High,56,5,3
Res_0247,2024-03-05 01:02:00,North,25-34,Non-Binary,Retired,Other,Excel,4,Definitely Yes,Very Poor,Price,Monthly,Best tool I've used so far.,2024-03-05,1,Tuesday,March,High,27,5,1
Res_0248,2024-01-20 19:57:00,Central,25-34,Non-Binary,Unemployed,Master'S,Excel,4,Definitely Yes,Average,Security,Weekly,Excellent tool for data analysis.,2024-01-20,19,Saturday,January,High,33,5,3
Res_0249,2024-02-20 19:47:00,East,55+,Non-Binary,Unemployed,Other,Tableau,3,Probably Yes,Average,Price,Monthly,Average experience.,2024-02-20,19,Tuesday,February,Medium,19,4,3
Res_0250,2024-03-03 22:36:00,East,45-54,Male,Business Owner,Master'S,Power Bi,4,Definitely Yes,Good,Integration,Daily,"Great product, very user-friendly!",2024-03-03,22,Sunday,March,High,34,5,4
Res_0251,2024-02-23 18:19:00,North,55+,Prefer Not To Say,Business Owner,Other,Tableau,5,Definitely Yes,Good,Price,Weekly,Highly recommended for beginners.,2024-02-23,18,Friday,February,High,33,5,4
Res_0252,2024-01-30 23:03:00,Central,45-54,Female,Unemployed,Other,Python,3,Not Sure,Poor,Performance,Daily,Works as expected.,2024-01-30,23,Tuesday,January,Medium,18,3,2
Res_0253,2024-01-19 21:15:00,North,55+,Male,Professional,High School,Python,4,Definitely Yes,Excellent,Performance,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-01-19,21,Friday,January,High,56,5,5
Res_0254,2024-02-10 13:09:00,West,25-34,Prefer Not To Say,Unemployed,Other,R,5,Definitely No,Excellent,Support,Weekly,Best tool I've used so far.,2024-02-10,13,Saturday,February,High,27,1,5
Res_0255,2024-01-08 22:08:00,Central,25-34,Non-Binary,Retired,Other,Excel,4,Definitely No,Excellent,Ease Of Use,Monthly,Best tool I've used so far.,2024-01-08,22,Monday,January,High,27,1,5
Res_0256,2024-02-10 05:29:00,Central,35-44,Non-Binary,Business Owner,Other,Excel,4,Definitely Yes,Excellent,Ease Of Use,Rarely,Best tool I've used so far.,2024-02-10,5,Saturday,February,High,27,5,5
Res_0257,2024-01-25 07:17:00,Central,35-44,Female,Business Owner,Master'S,Python,4,Definitely Yes,Excellent,Price,Daily,Excellent tool for data analysis. Python ecosystem is amazing!,2024-01-25,7,Thursday,January,High,62,5,5
Res_0258,2024-03-29 22:31:00,East,45-54,Non-Binary,Unemployed,Master'S,Tableau,4,Definitely Yes,Average,Integration,Weekly,Love the features and support.,2024-03-29,22,Friday,March,High,30,5,3
Res_0259,2024-01-16 18:43:00,Central,45-54,Prefer Not To Say,Business Owner,Bachelor'S,Excel,3,Not Sure,Very Poor,Support,Weekly,Decent product overall.,2024-01-16,18,Tuesday,January,Medium,23,3,1
Res_0260,2024-01-06 09:45:00,North,35-44,Prefer Not To Say,Business Owner,Phd,Excel,3,Probably Yes,Excellent,Price,Never,Could use some improvements.,2024-01-06,9,Saturday,January,Medium,28,4,5
Res_0261,2024-01-26 17:17:00,Central,35-44,Female,Student,Other,Python,4,Definitely Yes,Excellent,Performance,Monthly,Highly recommended for beginners. Python ecosystem is amazing!,2024-01-26,17,Friday,January,High,62,5,5
Res_0262,2024-01-31 07:03:00,Central,25-34,Female,Student,High School,Excel,4,Probably Yes,Average,Integration,Daily,Best tool I've used so far.,2024-01-31,7,Wednesday,January,High,27,4,3
Res_0263,2024-02-12 22:30:00,North,25-34,Male,Unemployed,Bachelor'S,Python,5,Probably Yes,Good,Price,Daily,Best tool I've used so far. Python ecosystem is amazing!,2024-02-12,22,Monday,February,High,56,4,4
Res_0264,2024-03-24 15:30:00,South,35-44,Non-Binary,Business Owner,High School,Power Bi,4,Definitely Yes,Poor,Integration,Monthly,"Great product, very user-friendly!",2024-03-24,15,Sunday,March,High,34,5,2
